folder,folder_digitized,pdf_id,num_interviews,interview_num,header,subheader,location,interviewer,title
293,yes,681,1,1,"Bennett and Northrop (interviewers): ""A Race Man Th'ough and Th'ough""","Ned Davis, 1897, Hartsville, S.C., black, beauty shop owner, Charlotte, 3 May 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 293",Bennett and Northrop (interviewers),"""A Race Man Th'ough and Th'ough"""
294,yes,746,1,1,Bennett and Northrop (interviewers): Bachelor Mothers,"Odessa Polk, 1898, Charlotte, black, cook, Charlotte, 9 May 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 294",Bennett and Northrop (interviewers),Bachelor Mothers
295,yes,734,1,1,"Bennett, Cora (interviewer): Untitled","James Adams, no date given, no place given, black, ""Odd-Job"" Negro, Charlotte, 8 August 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 295","Bennett, Cora (interviewer)",Untitled
296,yes,675,1,1,"Bennett, Cora (interviewer): ""We Never Did Git Nowhere""","John Benton, no date given, Union County, black, disabled laborer, Charlotte, 5 June 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 296","Bennett, Cora (interviewer)","""We Never Did Git Nowhere"""
297,yes,736,1,1,"Bennett and Northrop (interviewers): ""We'll Git Along Somehow""","Leathy Lightsey, no date given, no place given, black, WPA Project worker, Charlotte, 6 July 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 297",Bennett and Northrop (interviewers),"""We'll Git Along Somehow"""
298,yes,728,1,1,Bennett and Dudley W. Crawford (interviewers): Untitled,"J. R. Glenn, no date given, no place given, black, minister, Charlotte, 26 July 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 298",Bennett and Dudley W. Crawford (interviewers),Untitled
299,yes,764,1,1,"Bjorkman, Edwin (interviewer): Hugh McCrae, Builder of Human Happiness, A Study in Agricultural Engineering","Hugh McCrae, circa 1874, Carrbonton, white, manager farm colonies, no place given, no date given","#03709, Subseries: ""1.5. North Carolina."" Folder 299","Bjorkman, Edwin (interviewer)","Hugh McCrae, Builder of Human Happiness, A Study in Agricultural Engineering"
300,yes,679,1,1,"Brown, Emmett R., and E. Massengill (interviewers): The McClennys","June A. McClenny, no date given, no place given, white, automobile painter, Goldsboro, 27 December 1938","#03709, Subseries: ""1.5. North Carolina."" Folder 300","Brown, Emmett R., and E. Massengill (interviewers)",The McClennys
301,yes,740,1,1,"Brown, Mary Pearl (interviewer): Anybody Not in Debt Ain't Worth Nothing","Nora J. Oates, no date given, no place given, white, tourist house operator, Charlotte, 23 June 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 301","Brown, Mary Pearl (interviewer)",Anybody Not in Debt Ain't Worth Nothing
302,yes,687,1,1,"Brown and Northrop (interviewers): ""Praise the Lord!""","Estell Stancill, no date given, [Anderson, S.C.?], white, WPA worker, Charlotte, 16 May 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 302",Brown and Northrop (interviewers),"""Praise the Lord!"""
303,yes,702,1,1,"Brown, Mary Pearl (interviewer): Untitled","George Burris, 1905, South Carolina, black, servant, Charlotte, August 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 303","Brown, Mary Pearl (interviewer)",Untitled
304,yes,748,1,1,"Brown, Mary Pearl (interviewer): Untitled","Ollie Farrington, no date given, no place given, white, textile worker, Charlotte, 27 July 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 304","Brown, Mary Pearl (interviewer)",Untitled
305,yes,765,1,1,"Brown, Mary Pearl (interviewer): Untitled","J. H. Reynolds, no date given, no place given, white, textile worker, Charlotte, 25 May 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 305","Brown, Mary Pearl (interviewer)",Untitled
306,yes,671,1,1,"Brown and Northrop (interviewers): ""Labor Can't Fight Capital""","Betty McCoy, 1902, Charlotte, white, textile worker, Charlotte, 25 May 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 306",Brown and Northrop (interviewers),"""Labor Can't Fight Capital"""
307,yes,767,1,1,"Brown and Northrop (interviewers): ""I Used To Be a Bad Nigger""","Mattie Johnson, no date given, no place given, black wash woman, Charlotte, 23 May 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 307",Brown and Northrop (interviewers),"""I Used To Be a Bad Nigger"""
308,yes,727,1,1,Brown and Northrop (interviewers): Glad to Work,"Mrs. M. C. Campbell, circa 1880, no place given, white, textile worker, Charlotte, 19 May 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 308",Brown and Northrop (interviewers),Glad to Work
309,yes,689,1,1,"Cannady, Beth (interviewer): John Fleming: A Southern Gentleman","John Fleming, 1864, Wake County, white, businessman, Milton, 9 December 1938","#03709, Subseries: ""1.5. North Carolina."" Folder 309","Cannady, Beth (interviewer)",John Fleming A Southern Gentleman
310,yes,749,1,1,"Cannady, Beth, and E. Massengill (interviewers): Old Josh Dover","Ed Currin, circa 1857, Granville County, white, retired farmer, Oxford, 14 January 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 310","Cannady, Beth, and E. Massengill (interviewers)",Old Josh Dover
311,yes,743,1,1,"Cannady, Massengill, and W. J. Sadler (interviewers): Another version of the above interview",,"#03709, Subseries: ""1.5. North Carolina."" Folder 311","Cannady, Massengill, and W. J. Sadler (interviewers)",Another version of the above interview
312,yes,697,1,1,"Carter, Douglas (interviewer): Perennial Contestant","W. D. Long, circa 1889, North Carolina, white, accountant, Asheville, 10 March 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 312","Carter, Douglas (interviewer)",Perennial Contestant
313,yes,775,1,1,"Carter, Douglas (interviewer): Ex-Soldier","J. D. Mashburn, 1893, North Carolina, owner of tire shop, Asheville, 16 February 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 313","Carter, Douglas (interviewer)",Ex-Soldier
314,yes,753,1,1,"Carter, Douglas (interviewer): Hellas in America","A. G. Alexander, circa 1894, Turkey, Turkish, cafe owner, Asheville, 16 March 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 314","Carter, Douglas (interviewer)",Hellas in America
315,yes,706,1,1,"Carter, Douglas (interviewer): Mushroom Grower","Caleb Carter, 1893, Montvale, white, mushroom grower, Asheville, 18 April 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 315","Carter, Douglas (interviewer)",Mushroom Grower
316,yes,750,1,1,"Carter, Douglas (interviewer): Craftsman Born","Hal H. Nerbovig, 1876, Winona, MN, Norwegian, watchmaker, Asheville, 13 February 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 316","Carter, Douglas (interviewer)",Craftsman Born
317,yes,729,1,1,"Carter, Douglas (interviewer): The Clubhouse","Mary Miller, 1874, Asheville, black, bootlegger, Asheville, 9 February 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 317","Carter, Douglas (interviewer)",The Clubhouse
318,yes,686,1,1,"Carter, Douglas (interviewer): Neurotic","Lola Roberts, circa 1896, Georgia, white, widow, Asheville, 21 February 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 318","Carter, Douglas (interviewer)",Neurotic
319,yes,678,1,1,"Carter, Douglas (interviewer): The Inventor","J. H. Marshall, 1905, no place given, white, inventor, Cashiers, no date given","#03709, Subseries: ""1.5. North Carolina."" Folder 319","Carter, Douglas (interviewer)",The Inventor
320,yes,670,1,1,"Carter, Douglas (interviewer): A Good Time in the Army","John M. Thomason, circa 1889, North Carolina, white, lumberman, Hendersonville, 23 February 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 320","Carter, Douglas (interviewer)",A Good Time in the Army
321,yes,739,1,1,"Cobb, Pitts (interviewer): James Joseph Florian","William Oscar Torain, no date given, no place given, black, janitor, Greensboro, 21 December 1938","#03709, Subseries: ""1.5. North Carolina."" Folder 321","Cobb, Pitts (interviewer)",James Joseph Florian
322,yes,716,1,1,"Cobb, Pitts (interviewer): Second Hand Merchant","Norman T. Banks, [1875?], [New Orleans?], white, proprietor second hand store, Greensboro, 12 March 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 322","Cobb, Pitts (interviewer)",Second Hand Merchant
323,yes,708,1,1,"Combs, Stanley, and Massengill (interviewers): Education is the Thing","William Edward Bardin, no date given, white, mechanic, Wilson, 5 April 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 323","Combs, Stanley, and Massengill (interviewers)",Education is the Thing
324,yes,666,1,1,Combs and Massengill (interviewers): Women Are Best,"Georgia Crockett Aiken, 1872, no place given, white, housekeeper, ex-school teacher, Wilson, 25 April 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 324",Combs and Massengill (interviewers),Women Are Best
325,yes,710,1,1,Combs and Massengill (interviewers): Liquor Will Ruin You,"Zelda Williamson, no date given, no place given, white, plumber, Wilson, 1 June 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 325",Combs and Massengill (interviewers),Liquor Will Ruin You
326,yes,712,1,1,Combs and Massengill (interviewers): An Old Farmer,"S. P. Boykin, circa 1863, Wilson, white, farmer, Wilson, no date given","#03709, Subseries: ""1.5. North Carolina."" Folder 326",Combs and Massengill (interviewers),An Old Farmer
327,yes,774,1,1,Combs and Massengill (interviewers): A Blind Mattress Maker,"W. Mose Holleman, 1897, no place given, white, mattress maker, Wilson, 15 July 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 327",Combs and Massengill (interviewers),A Blind Mattress Maker
328,yes,719,1,1,Combs and Massengill (interviewers): One of Them Might Be President,"W. H. Etheridge, no date given, no place given, white, tobacco stemery worker, Wilson, 20 May 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 328",Combs and Massengill (interviewers),One of Them Might Be President
329,yes,688,1,1,Combs and Massengill (interviewers): Some People Are Never Destined to Have Anything,"F. Brewer, no date given, no place given, white, tenant farmer, Wilson, 28 June 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 329",Combs and Massengill (interviewers),Some People Are Never Destined to Have Anything
330,yes,741,1,1,Combs and Massengill (interviewers): A Citizen of Misfortune,"S. A. Lamm, 1892, no place given, white, merchant, Wilson, 1 July 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 330",Combs and Massengill (interviewers),A Citizen of Misfortune
331,yes,769,1,1,"Corley, Harriet W. (interviewer): The Family of Isaac Bobbitt","Newton Owen, no date given, no place given, white, farmer, steel worker, Greensboro, January 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 331","Corley, Harriet W. (interviewer)",The Family of Isaac Bobbitt
332,yes,758,1,1,"Corley, Harriet W. (interviewer): The Davis Family","Carl Davis, no date given, no place given, white, farmer, upper Moore County, 30 November 1938","#03709, Subseries: ""1.5. North Carolina."" Folder 332","Corley, Harriet W. (interviewer)",The Davis Family
333,yes,730,1,1,"Crawford, Dudley W. (interviewer): Untitled","Rose Martin, [1892?], [Rutherford County?], white, textile worker, Spindale, 28 July 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 333","Crawford, Dudley W. (interviewer)",Untitled
334,yes,751,1,1,"Crowell, Henry L., Massengill, and W. J. Sadler (interviewers): Spinster By Choice","Clara Raynor, no date given, Guilford County, white, bank clerk, Roxboro, 10 January 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 334","Crowell, Henry L., Massengill, and W. J. Sadler (interviewers)",Spinster By Choice
335,yes,693,1,1,"Darrow, Omar and Massengill (interviewers): It's a Family Affair","""Aunt Hassie"" Fletcher, 1870, no place given, white, housewife, Durham, 16 May 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 335","Darrow, Omar and Massengill (interviewers)",It's a Family Affair
336,yes,726,1,1,Darrow and Massengill (interviewers): I Live My Own Life,"Fred Tatum, no date given, no place given, white, landlord, Durham, 12 January 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 336",Darrow and Massengill (interviewers),I Live My Own Life
337,yes,737,1,1,Darrow and Massengill (interviewers): Sim Parsons,"Sim Parsons, no date given, Redwood Community, Durham County, [white?], lumber truck driver, Durham, no date given","#03709, Subseries: ""1.5. North Carolina."" Folder 337",Darrow and Massengill (interviewers),Sim Parsons
338,yes,695,1,1,Darrow and Massengill (interviewers): Trusting to God,"John Lee White, 1879, no place given, black, pastor, Durham, no date given","#03709, Subseries: ""1.5. North Carolina."" Folder 338",Darrow and Massengill (interviewers),Trusting to God
339,yes,771,1,1,Darrow and Massengill (interviewers): I Love My Home,"Omar Darrow, 1893, no place given, white, Federal Writers' Project interviewer, Durham, 1 and 11 May 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 339",Darrow and Massengill (interviewers),I Love My Home
340,yes,667,1,1,Darrow and Massengill (interviewers): Another version of the above interview,,"#03709, Subseries: ""1.5. North Carolina."" Folder 340",Darrow and Massengill (interviewers),Another version of the above interview
341,yes,724,1,1,Darrow and Massengill (interviewers): We'll Get Along Some Way,"Marada Wiggins, no date given, no place given, white, unemployed knitter, Durham, 29 June 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 341",Darrow and Massengill (interviewers),We'll Get Along Some Way
342,yes,732,1,1,Darrow and Massengill (interviewers): Free Advice,"Beulah Parson Davis, no date given, no place given, white, fortuneteller, Durham, 5 June 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 342",Darrow and Massengill (interviewers),Free Advice
343,yes,759,1,1,"Deal, Ethel, and Dudley W. Crawford (interviewers): Untitled","Fannie Icord, [1889?], Caldwell County, black, washwoman, Newton, 14 July 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 343","Deal, Ethel, and Dudley W. Crawford (interviewers)",Untitled
344,yes,720,1,1,Deal and Crawford (interviewers): Untitled,"Charlise Pope, circa 1910, Hickory, white, textile mill worker, Hickory, 5 August 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 344",Deal and Crawford (interviewers),Untitled
345,yes,698,1,1,Deal and Crawford (interviewers): Untitled,"John Lancaster, circa 1890, Rutherford County, white, tenant farmer, Newton, 22 August 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 345",Deal and Crawford (interviewers),Untitled
346,yes,733,1,1,Deal and Crawford (interviewers): Untitled,"Mrs. Robert Deal, circa 1899, Catawba County, white housewife, Newton, no date given","#03709, Subseries: ""1.5. North Carolina."" Folder 346",Deal and Crawford (interviewers),Untitled
347,yes,772,1,1,"Deal, Ethel, and Mary R. Northrop (interviewers): ""Maybe Some Day I Can Read To Myself""","Mrs. Walter Rowe, no date given, McDowell County, white, mill worker, Newton,19 June 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 347","Deal, Ethel, and Mary R. Northrop (interviewers)","""Maybe Some Day I Can Read To Myself"""
348,yes,709,1,1,"Deal, Ethel (interviewer): Untitled","Rosa Kanipe, 1887, Newton, white, housewife, Newton, 29 June 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 348","Deal, Ethel (interviewer)",Untitled
349,yes,762,1,1,Deal and Crawford (interviewers): Untitled,"Bertie Williams, no date given, no place given, white, farm girl, Newton, 9 August 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 349",Deal and Crawford (interviewers),Untitled
350,yes,760,1,1,Deal and Crawford (interviewers): Untitled,"Violet Freeze, circa 1912, no place given, white, textile worker, Kannapolis, 7 August 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 350",Deal and Crawford (interviewers),Untitled
351,yes,677,1,1,Deal and Crawford (interviewers): Untitled,"Herbert Crow, circa 1914, no place given, white, prison guard, [Burke County?], 25 August 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 351",Deal and Crawford (interviewers),Untitled
352,yes,735,1,1,Deal and Crawford (interviewers): From Post to Pillar,"Lulu Spencer, 1873, [Alexander County?], white, on relief, Newton, 16 June 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 352",Deal and Crawford (interviewers),From Post to Pillar
353,yes,684,1,1,Deal and Crawford (interviewers): Untitled,"Mrs. M. A. Matheson, 1873, Henderson County, white, invalid, Newton, 26 July 1939","#03709, Subseries: ""1.5. North Carolina."" Folder 353",Deal and Crawford (interviewers),Untitled
